review_id	review_text	review_author	review_url	review_domain	review_date	category	is_fake
review_17099	"É verdadeiro que Bolsonaro tenha liberado auxílio de R$ 160 milhões a asilos proposto pelo Congresso

projeto apresentar plenário câmara deputar federal leandre pv-pr abril aprovar congresso e sancionar presidente repúblico junho dia prazo veto"	Comprova	https://projetocomprova.com.br/publicações/e-verdadeiro-que-bolsonaro-tenha-liberado-auxilio-de-r-160-milhoes-a-asilos-proposto-pelo-congresso/	projetocomprova.com.br	2020/07/06	saúde	1
review_10801	"Coronavírus: confira as próximas lives de música para curtir na quarentena  

apresentação artista brasileiro web o sucesso n período isolamento social causar pandemia coronavírus n semana marília mendonça quebrar recorde pessoa assistir o o viver simultaneamente o show youtube o uol lista o seguir apresentação online programe-se michel teló animar domingo páscoa dia live receber doação o show acontecer s 14h o transmissão promovido pagseguro pagbank veicular home uol e querer doar o campanha site pagseguro.com.br/unidos projeto unidospelamúsica o live youtube e facebook uol e acompanhar canal youtube pagseguro youtube.com.br/pagseguro e michel teló youtube.com.br/micheltelo o show projeto unidospelamúsica o recomendação pessoa ficar casar o evitar o contágio coronavírus o unidospelamúsica o objetivo oferecer entretenimento e arrecadar dinheiro apoiar o unicef brasil comprar e distribuição produto higiene e saudar s criança e família vulnerável n especial morador favela e periferia centro urbano"	Rafael Godinho	https://entretenimento.uol.com.br/noticias/redacao/2020/04/10/coronavirus-confira-programacao-cultural-especial-de-pascoa-na-quarentena.htm	uol.com.br	10/04/2020	saúde	-1
review_03761	"'É horroroso o que o Flamengo está fazendo', diz comentarista do Fox Sports  

o retornar treinamento ninhar urubu centrar treinamento flamengo irritar flávio gomar presentar fox sports rádio hoje o comentarista criticar o clube voltar s atividades autorização prefeitura governar noto oficial emitir hoje o flamengo justificar o retornar o treino e afirmar o retomar o aval jogador o flamengo contar recadar pessoa o seguinte gente voltar academiar sentir segurança exame segurança voltar o exercício o praia o entender o comentarista gomar o atual campeão brasileiro desrespeitar o senso o o retomar atividades tornar instrumentar político valer lembrar o presidente rubro-negro reunir o jair bolsonaro presidente repúblico debater o voltar futebol"		https://www.uol.com.br/esporte/futebol/ultimas-noticias/2020/05/21/comentarista-fox-sports-flamengo-treinamentos.htm	uol.com.br	21/05/2020	saúde	-1
review_05501	"Governo quer comprar microssatélite de R$ 145 milhões para monitorar a Amazônia
Monitoramento da devastação da floresta via satélite já é feito atualmente, pelo Instituto de Pesquisas Espaciais (Inpe). 
o governar pretender comprar microssatélite r$ milhão o monitoramento devastação florestar amazônica o empenhar verba o governar separar o dinheiro determinar objetivo ministério defeso o informação publicar reportagem d segunda-feira jornal o globo atualmente o instituto pesquisar espacial inpe vincular o o ministério ciência e tecnologia o monitoramento satélite desmatamento amazônia o principal d o deter o detecção desmatamento real criar o o chegar o o palácio planalto n o vice-presidente hamilton mourão comandar o amazônia questionar o comprar microssatélite o brasil soberania monitoramento florestar satélite o defeso providenciar d existir satélite japonês existir satélite nação comprar o imagem soberania programar espacial brasileiro agência espacial brasileiro afirmar mourão"	G1 — Brasília	https://g1.globo.com/politica/noticia/2020/08/24/governo-quer-comprar-microssatelite-de-r-145-milhoes-para-monitorar-a-amazonia.ghtml	globo.com	24/08/2020	política	-1
review_13646	"É #FAKE que houve recontagem de votos em Detroit e foi identificado um eleitor nascido em 1823
Tela da Fox compartilhada nas redes refere-se a processo encerrado cinco meses antes das atuais eleições americanas.
circular rede social o print tela tv ligar fox mostrar reportagem detroit eua o gráfico mostrar expressão 4.788 registro duplicar cadastrar 32.519 eleitor o apto o votar 2.503 eleitor morto e eleitor nascer o tela aparecer o inscrição português o recontagem parcial detroit o fox detroit esclarecer o imagem compartilhar unir o apuração voto eleição presidencial o imagem mostrar processar funcionário eleitoral detroit o processar aberto identificar problema registro e dificuldade manter lista eleitoral preciso e atuais"	Roney Domingos, G1	https://g1.globo.com/fato-ou-fake/noticia/2020/11/06/e-fake-que-houve-recontagem-de-votos-em-detroit-e-foi-identificado-um-eleitor-nascido-em-1823.ghtml	globo.com	06/11/2020	mundo	1
review_01732	"Alcolumbre contraiu coronavírus, informa assessoria
De acordo com nota, primeiro exame do presidente do Senado deu resultado negativo, mas novo teste deu positivo. Assessoria informou que ele está bem e sem sintomas severos.
o assessoria imprensar senado informar n quarta-feira o presidente congresso senador davi alcolumbre dem-ap contrair o coronavírus acordar o assessoria o testar o o submeter negativar noite d terço o presidente senado exame resultar positivar davi alcolumbre entanto sintoma severo salvar algum indisposição e seguir isolamento domiciliar conformar determinar o protocolo conduta ministério saudar e o oms acrescentar o assessoria alcolumbre parlamentar diagnosticar o coronavírus o senador nelsinho trad psd-ms e o deputar cezinha madureira psd-sp"	Gustavo Garcia e Filipe Matoso, G1 — Brasília	https://g1.globo.com/politica/noticia/2020/03/18/alcolumbre-contraiu-coronavirus-informa-assessoria.ghtml	globo.com	18/03/2020	política	-1
review_02513	"Foto de desfile da Gaviões da Fiel em 2019 volta a circular como se fosse de 2020
Uma imagem de um desfile de escola de samba na qual se vê o personagem do diabo arrastando o intérprete de Jesus, junto com a afirmação de que este seria o momento em que o ano de 2020 começou a “dar errado”, foi compartilhada mais de 106,7 mil vezes nas redes sociais desde meados de agosto. Mas o desfile em questão ocorreu no carnaval de 2019, quando a escola de samba Gaviões da Fiel levou o enredo “A saliva do santo e o veneno da serpente” para a avenida em São Paulo.Envie-nos por WhatsApp Email
“ começar o errar pensar contar ía chegar ” indicar legendar publicação viralizadas facebook circular o o o dia agostar o imagem reproduzir twitter e instagram acompanhar alegação “ perguntar o brasil líder corona virus(inclusive morte lembre-se deus zombar ” usuário demonstrar indignar o encenação afirmar país itália e chino carnaval e sofrer o covid-19"	AFP Brasil	https://checamos.afp.com//foto-de-desfile-da-gavioes-da-fiel-em-2019-volta-circular-como-se-fosse-de-2020	afp.com	1/12/2020	brasil	1
review_05663	"Leandro Karnal escreve texto “Ironia do Destino” sobre Albert Bourla, CEO da Pfizer #boato 

Boato – Em texto “ironia do destino”, Leandro Karnal conta a história de Albert Boula, CEO da Pfizer, e sua família de judeus. 
“ ironia destinar leandro karnal ano grécia judeu viver pacificamente thessaloniki comunidade vibrante e valioso o d judeu trabalhar portar o portar thessaloniki apesar intenso dinâmico fechar o sábado shabat viver e estudar rabino emérito participar e curtir alegria setembro véspera eclosão guerra mundial n comunidade glorioso o terror nazista emergir repentinamente abril hitler invadir o grécia garantir frente sul lançar o famoso operação barbarossa e ofensivo o rússia 60.000 judeu thessaloniki cercar 50.000 exterminar campar concentração birkenau … triste recordar o massacrar judeu grécia intenso o chance salvar sobrevivente família bourla.e guerra filhar nascer n família milagroso contornar campo extermínio pai o chamar israel abraão crescer e estudar medicinar veterinário grécia alunar brilhante abraham obter ph.d biotecnologia reprodutivo escola veterinário universidade aristóteles thessaloniki o ano decidir mudar unir mudar nome abraham albert conhecer mulher judio chamar miriam e namorar tornar esposo junto filho unir albert ingressar indústria médico progredir rapidamente e ingressar empresar farmacêutico tornar ceo abraham albert subir hierarquia e garantir nomeação ceo empresar o o longo ano albert decidir direcionar esforço empresar encontrar vacinar vírus acabar atacar o mundo.ele esforço financeiro e tecnológico atingir objetivo ano trabalhar vincular s diretrizes oms organização mundial saudar valido o autorização empresar produzir o esperar vacinar vacinar distribuir país incluir o alemanha contabilizar milhar morte pandemia ironicamente vacinar salvar o vidar milhão pessoa o mundo incluir alemão dirigir e promovido pequeno judeu thessaloniki filhar sobrevivente holocausto exterminar alemanha nazista e israel tornar o país o receber o vacinar memória avô e pai luzir israel-abraham bourla hoje albert bourla ceo pfizer ”"	Kyene Becker	https://www.boatos.org/brasil/leandro-karnal-escreve-texto-ironia-destino-albert-bourla-ceo-pfizer.html	boatos.org	23/03/2021	brasil	1
review_12941	"Fala sobre não obrigar a vacinar contradiz lei do próprio governo Bolsonaro  

falir polêmica pandemia coronavírus o presidente jair bolsonaro contradizer lei iniciativo executivo início ano bolsonaro ninguém o vacinar o legislação vigente o opor ninguém obrigar ninguém o tomar vacinar o presidente discursar o frase reproduzir secom secretariar especial comunicação social presidência repúblico n terço 1º governar liberdade brasileiro"	Do UOL, em São Paulo	https://noticias.uol.com.br/confere/ultimas-noticias/2020/09/01/fala-de-bolsonaro-sobre-obrigar-a-vacinar-contradiz-lei-que-ele-sancionou.htm	uol.com.br	01/09/2020	política	1
review_11879	"Schelp: Correto é apuração independente de chacina, não pela polícia do Rio  

opinião colunista uol diogo schelp o investigação o operação policial comunidade jacarezinho rir janeiro o o pessoa morrer dever feito independente e polícia o corretar investigação autoridade independente polícia civil assistir o minutar 08:01 vídeo acima o problema o delegar responsável investigar assassinato homicídio antemão haver nenhum errar polícia operação descartar investigação haver execução afirmar o colunista assistir o 07:40 afirmação feito durante o episódio d semana clero o podcast político uol passar o apresentar o sábado vir casar massacrar favela paraisópolis paulo o corporação investigar abuso o tendência ocorrer o impunidade lembrar schelp dezembro jovem morrer pisoteado ação polícia comunidade paulistano o pm chegar o responsabilizar família morte"	Gabriel Toueg	https://noticias.uol.com.br/politica/ultimas-noticias/2021/05/09/schelp-correto-e-apuracao-independente-de-chacina-nao-da-policia-do-rio.htm	uol.com.br	09/05/2021	política	-1
review_07461	"Argentina comprou fornos crematórios para vítimas da vacina Sinovac #boato 

Boato – Argentina entra em acordo com a China e compra fornos crematórios para as vítimas da Covid-19 e da vacina Sinovac.
forno crematório chegar chino argentino calar noite o vacinar o coronavac chegar país pensar paulo receber também!nosso destinar cámaras crematório moderno enviar país obedentemente pandemia quarentenar e vacinação obrigatório posteriormente humano receber vacinar ocupar cemitério haver perguntar desconfortável haver autópsia e o recorrer-se o aparentemente chegar argentino misterioso e silenciosamente distribuir nação obediente ordem mundial político transir comunista principalmente chino e rússia e aceitar dinheiro dádiva pessoal entregar o respectivo contar humano o condenar o açougue mundial “ acabar enviar o chegar haver dia e celular e esquecer enviar câmara crematório moderno enviar modernização o país obedientemente vacinação pandêmica quarentenar obrigatório sabe-se humano receber vacinar sair ocupar cemitério haver perguntar haver autópsia ninguém o tratar o novidade vir argentino misteriosamente distribuir silenciosamente nação obediente ordem mundial político lidar comunista centrar especialmente chino e aceitar dádiva dinheiro pessoal e entregar humano entregar futurar açougue ”"	Carol Lira	https://www.boatos.org/saude/argentina-fornos-crematorios-covid-19-vacina.html	boatos.org	16/11/2020	saúde	1
review_15785	"Placar mostra Pacheco a frente na disputa pelo Senado  

Rodrigo Pacheco (DEM-MG), candidato apoiado pelo Palácio do Planalto, lidera em votos declarados a disputa pela presidência do Senado, conforme placar do Estadão. De acordo com o levantamento, Pacheco aparece com seis apoios declarados a mais que sua principal concorrente, Simone Tebet (MDB-MS). Para se eleger são necessários 41 votos. Defendido pelo presidente Jair Bolsonaro, o senador mineiro soma 33 apoios públicos, e a senadora, 27. O número de parlamentares que não quiseram responder (18) à reportagem - a eleição é secreta - pode definir a disputa para qualquer um dos lados. Major Olímpio (PSL-SP) e Jorge Kajuru (Cidadania-GO) também se colocaram como candidatos. O placar, no entanto, mostra que no quesito fidelidade partidária Simone tem vantagem: a emedebista reúne o apoio de 23 dos 28 senadores que compõem os partidos fechados oficialmente com ela, uma taxa de 82%. Pacheco alcança 73% no mesmo critério, com 30 dos 41 parlamentares cujas bancadas anunciaram apoio afirmando que votarão nele. Em tese, ele já teria os votos necessários para virar presidente. A Rede e o PSDB não sustentam formalmente nenhuma das candidaturas."	Adriana Ferraz. Colaboraram Matheus Lara, Renato Vasconcelos e Tulio Kruse	https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/01/23/placar-mostra-pacheco-a-frente-na-disputa-pelo-senado.htm	uol.com.br	23/01/2021	saúde	-1
review_19418	"Escolas privadas e estaduais de SP flexibilizam critérios de reprovação  

tradicionalmente o chegar dezembro sinônimo recesso escolar e ano letivo escola público e particular o pandemia coronavírus entanto etapa d rotina ano alterar colégio o país ficar fechar cercar — período aluno e professorar virar obrigar o adaptar o o ensinar remoto processar acontecer dificuldade o acesso s ferramenta tecnológico e o aprendizagem ambientar online ficar o ano letivo haver reprovação aluno passar ano automaticamente o cne nacional educação recomendar julho d ano escola público e particular evitar o reprovação aluno dever pandemia coronavírus o decisão entanto caber s rede ensinar"	Ana Carla Bermúdez	https://educacao.uol.com.br/noticias/2020/12/05/como-fica-o-fim-do-ano-letivo-na-pandemia-vai-ter-reprovacao-entenda.htm	uol.com.br	05/12/2020	saúde	-1
review_12198	"No RJ, ato pró-Silveira tem placa de rua com nome do parlamentar: ""Mártir""  

o atar o o deputar federal daniel silveiro psl-rj presar terça-feira ameaçar o ministro stf supremo tribunal federal e o o democrático direito vídeo rede social placar ruir o nome parlamentar cercar cem pessoa reunir hoje manhã frente o o copacabana palace zonar sul rir pedir liberdade político seguir o bep batalhão especial prisional niterói silveiro deter quinta-feira deixar o polícia federal rir e transferir o bep apoiadores atacar o imprensar e ironizar o pandemia atar o daniel silveiro copacabana 21.fev.2021 apoiador deputar federal daniel silveiro exibir placar ruir homenagem o o parlamentar presar atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 manifestante máscara proteção imagem bandeiro brasil e presidente jair bolsonaro atar o o deputar federal daniel silveiro frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 apoiadores daniel silveiro carro som pedir liberdade deputar federal presar atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 manifestante estender faixar o o deputar daniel silveiro psl-rj frente o o copacabana palace zonar sul rir janeiro herculano barreto filhar uol 21.fev.2021 manifestante exibir cartaz atar o o deputar federal daniel silveiro frente o o copacabana palace zonar sul rir janeiro herculano barreto filhar uol 21.fev.2021 manifestante exibir bandeiro brasil atar o o deputar federal daniel silveiro frente o o copacabana palace zonar sul rir janeiro herculano barreto filhar uol 21.fev.2021 manifestante exibir cartaz o o deputar federal daniel silveiro atar frente o o copacabana palace zonar sul rir janeiro herculano barreto filhar uol 21.fev.2021 apoiadores daniel silveiro carro som pedir liberdade deputar federal presar atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 bandeiro brasil e camisa corar e amarelar apoiadores deputar federal daniel silveiro cantar o hino nacional atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 bandeiro brasil e camisa corar e amarelar apoiadores deputar federal daniel silveiro cantar o hino nacional atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 apoiadores daniel silveiro carro som pedir liberdade deputar federal presar atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 manifestante exibir cartaz atar o o deputar federal daniel silveiro frente o o copacabana palace zonar sul rir janeiro herculano barreto filhar uol 21.fev.2021 apoiadores daniel silveiro cartaz pedir liberdade deputar federal presar atar frente o o copacabana palace zonar sul rir herculano barreto filhar uol 21.fev.2021 manifestante camisa o rostir presidente jair bolsonaro atar o o deputar federal daniel silveiro frente o o copacabana palace zonar sul rir herculano barreto filhar uol"	Herculano Barreto Filho	https://noticias.uol.com.br/politica/ultimas-noticias/2021/02/21/ato-em-apoio-a-daniel-silveira-tem-ate-placa-de-rua-com-nome-do-parlamentar.htm	uol.com.br	21/02/2021	política	-1
review_16579	"Moro emite nota que deveria envergonhar Cármen e Fachin. Será que vai?  

sergio morar emitir noto decisão turma anular sentença o o defender referendar o suspeição escrever trajetória juiz federal agir imparcialidade equilíbrio discrição e ético pressupor o atuação magistrado casar específico utilizar o instrução probatório complementar prever artigo i e código processar penal mandar juntar o auto documento necessário o o julgamento causar atuação regular reconhecido e confirmar trf4 e superior tribunal justiçar e receber julgamento dividir stf favorecer o condenado.sergio morar comentoa único verificável noto o fato efeito o suspeição recusar trf-4 e stj aliás eis argumentar recorrente morar instância superior endossar procedimento tornar o olho provar lisura esperar o verdade argumentar anular o superior superior o contrário esperar lógico pensamento arbitrário — arbítrio"		https://noticias.uol.com.br/colunas/reinaldo-azevedo/2020/08/26/moro-emite-nota-que-deveria-envergonhar-carmen-e-fachin-sera-que-vai.htm	uol.com.br	26/08/2020	política	-1
review_08337	"Por que uso do e-mail não se popularizou na China como no restante do mundo?
E-mail nunca foi tão popular na China, e isso se deve a uma combinação de fatores culturais e temporais.
maio professor escola particular inglês yangshuo pequeno cidade sul chino o aula terminar aluno adulto baixar o q aplicativo chinês parecer o msn messenger manter contato pedir o cadastrar facebook desbloquear chino época adicionar amigar e compartilhar e-mails comigo email difícil lembrar parecer zwpzjg59826"	BBC	https://g1.globo.com/economia/tecnologia/noticia/2020/09/22/por-que-uso-do-e-mail-nao-se-popularizou-na-china-como-no-restante-do-mundo.ghtml	globo.com	22/09/2020	política	-1
review_14746	"Coronavírus: MPF cobra calendário para entrega do auxílio emergencial de R$ 600  

procurador repúblico rir janeiro entrar n sexta-feira ação judicial o união apresentar cronograma pagamento auxílio emergencial r$ o ação pedir o pagamento acontecer semana o governar pretender liberar o dinheiro o dia abril o auxílio emergencial aprovar congresso e sancionar presidente jair bolsonaro n quinta-feira edição extra diário oficial publicar noite o lei apesar o versão lei aprovar senado noite segunda-feira o governar federal apresentar cronograma realizar pagamento"		https://economia.uol.com.br/noticias/bbc/2020/04/03/coronavirus-mpf-cobra-calendario-para-entrega-do-auxilio-emergencial-de-r600.htm	uol.com.br	03/04/2020	saúde	-1
review_13007	"Sobe para 30 o número de casos confirmados de coronavírus no Brasil   

subir o caso confirmar covid-19 brasil — o total caso suspeito doença causar coronavírus país passar suspeito caso covid-19 registrar rir janeiro o boletim divulgar n secretariar saudar — balançar governar federal divulgar n contabilizar registro rir o secretário vigilância saudar ministério saudar wanderson oliveira afirmar esperar caso confirmar oliveira o ministério aguardar o conclusão teste o coronavírus confirmar caso monitoramento — caso o suspeito descartar atualmente haver caso confirmar e distrito federal alagoa bahia minar gerar espírito santo rir janeiro e paulo"	Igor Mello e Felipe Amorim	https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/03/09/numero-de-suspeitos-de-covid-19-sobe-para-930-casos-confirmados-sao-25.htm	uol.com.br	09/03/2020	saúde	-1
review_14418	"Adidas está doando máscaras recicláveis para quem compartilhar um link no WhatsApp #boato 

Boato – A Adidas está doando máscaras de proteção recicláveis para as pessoas que entrarem em um site e compartilharem um link com amigos no WhatsApp.
ya enteraste adir regalar máscara faciales reutilizables adir – mascarillas reutilizables hechas con tela reciclar ouvir falar o adir máscara reutilizável ​​adidas – máscara reutilizável ​​feitas tecer reciclar"	Edgard Matsuki	https://www.boatos.org/tecnologia/adidas-doando-mascaras-reciclaveis-compartilhar-link-whatsapp.html	boatos.org	10/07/2020	entretenimento	1
review_18660	"Justiça do DF destina R$ 26,9 milhões da J&F para a Fiocruz
Valor compõe parte do acordo de leniência assinado pela empresa e será usado na compra de 1,8 milhão de testes rápidos de Covid-19. 
o justiçar federal distrito federal determinar n quinta-feira o destinação r$ 26,9 milhão empresar j&f o fundação oswaldo cruz fiocruz o o determinar o destinação recurso o justiçar atender o pedir força-tarefa atua operação greenfield o j&f consultar o assunto e concordar o enviar dinheiro recurso acordar leniência assinar j&f e contar caixa econômica o montante comprar 1,8 milhão teste rápido covid-19 o doença provocar coronavírus o j&f controlar empresário joesley batista assinar acordar leniência âmbito operação lavar jato joesley e o irmão d wesley batista fechar acordar delação premiar e admitir crime investigar operação"	Vladimir Netto, TV Globo — Brasília	https://g1.globo.com/politica/noticia/2020/04/02/justica-do-df-destina-r-269-milhoes-da-jandf-para-a-fiocruz.ghtml	globo.com	02/04/2020	política	-1
review_09109	"Ex-chefe da comunicação da PF volta ao posto após ocupar cargos em secretarias da Presidência da República
Fabio Ricardo Ciavolih Mota chefiou Divisão de Comunicação da PF entre junho de 2018 e abril de 2019, antes de ser assessor nas secretarias Geral e de Governo da Presidência. Delegado da PF diz não ter 'relação direta' com o Palácio do Planalto.
o delegar polícia federal fabio ricardo ciavolih mota renomear o cargo chefe divisão comunicação social gabinete corporação n segunda-feira deixar o postar abril ano passar e assumir cargo secretaria-geral presidência repúblico e secretariar governar presidente jair bolsonaro o nomeação d publicar n diário oficial união o assinatura recém-empossado diretor-geral pf rolar alexandre souza o mota o convite souza contato mota chefe divisão comunicação e souza superintendente pf alagoa mota haver chefiar o divisão comunicação junho e abril comandar quase ano o equipar comunicação superintendência pf rir janeiro terça-feira mota exonerar cargo assistente departamento pesquisar secretariar publicidade e promoção secretariar especial comunicação social secretariar governar presidência repúblico haver nomear cargo abril ficar função"	Felipe Néri, G1	https://g1.globo.com/politica/noticia/2020/05/18/ex-chefe-da-comunicacao-da-pf-volta-ao-posto-apos-ocupar-cargos-em-secretarias-da-presidencia-da-republica.ghtml	globo.com	18/05/2020	política	-1
review_15660	"Empresa do AP informou dificuldades à Aneel, que nega falha de fiscalização  

o lmte linha macapá transmissor energia — empresar responsável subestação macapá problema transformador levar o apagão o o município amapá novembro — avisar o aneel agência nacional energia elétrica abril dificuldade lidar falho serviço virtude pandemia afirmar o senador randolfe rodrigar redar eleito abril o senhor evandro cavalcanti diretor lmte encaminhar ofício o aneel e o operador nacional elétrico o seguinte impacto pandemia prestação serviço público afetar obrar andamento e o prestação serviço operação e manutenção responsabilidade lmte randolfe ofício o diretor empresar notificar preocupação e querer resguardar o direito concessionário o efeito penalidade redução receitar decorrente evento evitar impedir falho atraso serviço randolfe"	Luciana Amaral	https://noticias.uol.com.br/politica/ultimas-noticias/2020/11/17/empresa-do-ap-informou-dificuldades-a-aneel-que-nega-falha-de-fiscalizacao.htm	uol.com.br	17/11/2020	política	-1
review_03680	"Cachorro chora ao lado do caixão da dona durante velório na Bahia

cachorro flagrar chorar acompanhar o velório dono camaçari bahia toy chamar cuidar luzinete diniz morrer infarto filhote o história registrar e compartilhar rede social jailson almeida amigar família e dono funerário impressionar o desesperar d cachorro família parecer entender o dono falecido chorar pessoa perder ente querer querer deixar ninguém chegar o o caixão escrever publicação feito horar o enterrar realizar dia jailson o atitude animal reforçar o amizade cão e humano irar comparar o amizade e fidelidade animal d o falsidade sentimental certo chamar humano chorar pintar e bordar chegar cemitério tomar cachaça churrasco e gargalhar afirmar redar social o o g1 jailson luzinete e toy amizade e o cachorro acompanhar o idoso testemunhar jeová igreja — levar o salão reinar e esperar sair o o supermercado ... filhar — contar"	Extra	https://extra.globo.com/noticias/brasil/cachorro-chora-ao-lado-do-caixao-da-dona-durante-velorio-na-bahia-rv1-1-24996312.html	globo.com	Publicado	brasil	-1
review_17966	"o desenhar animar o simpsons prever o invasão o o capitólio o eua

o imagem começar o espalhar redar social o semana janeiro e mostrar o família amarelar o frente capitólio e o o personagem zelador willie vestir trajar igual o o apoiador trump jake angeli"	gilmar lopes	https://www.e-farsas.com/o-desenho-animado-os-simpsons-previu-a-invasao-ao-capitolio-nos-eua.html	r7.com	8/01/20211	entretenimento	1
review_15598	"Foto de pessoas saudando tanque militar foi feita em 1959 em Cuba, e não em 1964 no Brasil
Uma foto que supostamente seria de brasileiros apoiando as Forças Armadas após o golpe militar de 1964 circula pelas redes sociais pelo menos desde junho de 2020, voltando a circular em março de 2021, com mais de 5,7 mil compartilhamentos. No entanto, a imagem é do triunfo da Revolução Cubana, cinco anos antes. Envie-nos por WhatsApp Email
“ o ruir o o forçar armar ” publicação postar facebook e twitter o ano mencionar publicação o golpe o governar joão goulart início a21 ano regime militar brasil buscar reverso google imagem atribuir o o ano levar o notícia jornal o s. paulo junho intitulada“morre histórico combatente revolução cubano ” matéria haver foto idêntico postagens viralizadas creditar o o fotógrafo norte-americano burt glinn agência magnum"	AFP Brasil	https://checamos.afp.com//foto-de-pessoas-saudando-tanque-militar-foi-feita-em-1959-em-cuba-e-nao-em-1964-no-brasil	afp.com	22/03/2021	política	1
review_03691	"Reajuste de combustíveis: Bolsonaro diz que discutirá redução do PIS/Cofins  

o presidente jair bolsonaro n segunda-feira o reajustar combustível anunciar petrobras provocar chiadeira razão intervir estatal o presidente informar reunir n o equipar econômica bater o martelar o redução pi cofins preço diesel novidade ninguém prever reajustar combustível dia prever chiadeira razão influência o petrobras bolsonaro o apoiadores portar palácio alvorar ... ler íntegro estadão"		https://noticias.uol.com.br/colunas/reinaldo-azevedo/2021/02/08/reajuste-de-combustiveis-bolsonaro-diz-que-discutira-reducao-do-piscofins.htm	uol.com.br	08/02/2021	política	-1
review_16396	"Fake news usam propaganda do PT para ligar sítio de Atibaia (SP) a Lula  

melhor checar compartilhar o conteúdo site desconhecer o ex-presidente luiz inácio lula silvar pt soltar início passar usuário facebook e whatsapp compartilhar o publicação portal manipular vídeo campanha petista presidência vídeo gravar o campanha presidencial mostrar dono marisa e lula falar o sítio atibaia o publicação trazer vídeo publicar lula reeleger presidente"	Colaboração para o UOL, em São Paulo	https://noticias.uol.com.br/confere/ultimas-noticias/2019/12/18/lula-sitio-atibaia-campanha-2006.htm	uol.com.br	18/12/2019	política	1
review_05990	"Primeiro boletim aponta que repatriados estão sem sintomas de coronavírus, diz Ministério da Defesa
Boletim foi divulgado na noite deste domingo (9). É a primeira avaliação oficial divulgada desde que brasileiros chegaram a Anápolis. 
o ministério defeso divulgar boletim noite d domingo informar brasileiro repatriar chino dever o o surtir coronavírus continuar sintoma doença avaliação feito ministério saudar o boletim divulgar o chegar base aéreo anápolis n manhã o boletim hóspede repatriar e membro tripulação realizar o resgatar hotel trânsito passar avaliação clínico protocolar e manter o quadrar assintomático o secretariar saudar goiá ses-go coletou n domingo secreção hóspede o material analisar laboratório saudar público goiá lacen retirar amostrar nariz e garganta pessoa avião examinar constatar o existência coronavírus vírus acordar o ses-go o resultar o coronavírus prever quarta-feira datar divulgação definir n segunda-feira o secretariar"	Lis Lopes, G1 GO	https://g1.globo.com/go/goias/noticia/2020/02/09/exames-apontam-que-brasileiros-repatriados-seguem-sem-sintomas-de-coronavirus-diz-ministerio-da-saude.ghtml	globo.com	09/02/2020	ciência	-1
review_08137	"OMS alerta para falta de novos antibióticos  

genebra jan afp — o organização mundial saudar oms alertar n sexta-feira o antibiótico ameaçar o lutar o disseminação bactéria resistente o medicamento matar dezena milhar pessoa ano o agência especializar onu publicar relatório o antibiótico desenvolvimento o ameaçar resistência antimicrobiana imediato e o necessidade solução urgente o diretor oms tedros adhanom ghebreyesus citar comunicar existir iniciativo andamento reduzir o resistência precisar país e o indústria farmacêutico envolver e fornecer financiamento e medicamento inovador acrescentar"		https://noticias.uol.com.br/ultimas-noticias/afp/2020/01/17/oms-alerta-para-falta-de-novos-antibioticos.htm	uol.com.br	17/01/2020	saúde	-1
review_12211	"Toyota celebra 100º aniversário e dá Samsung S21 (ou iPhone 12) em site no WhatsApp #boato 

Boato – A Toyota está completando o 100º aniversário e dando presentes como um celular Samsung Galaxy S21 (ou iPhone 12) para as pessoas que entrarem em um site e compartilharem um link com amigos no WhatsApp.
mensagem inicial site toyota celebração 100º aniversário presente requintar unidade relógio inteligente e dispositivo móvel o preciso abrir o caixa presentar corretar tentativo sortir ganhar brinde sortir escolher o caixa gostar participar promoção vezjogo caixa infelizmente tentativo restantes:2 infelizmente tentativo restantes:1 parabém prêmio o samsung galaxy s21 seguir instrução página reivindicar prêmio ganhar brinde sortir parabéns!pedidos finar “ entregar o prêmios ” seguir instrução abaixar reivindicar o telefonar compartilhar amigo whatsapp clicar ícone abaixar 2.clique ‘ continuar ’ e reivindicar prêmio parabém o etapa concluir etapa registrar o aplicativo abaixar e aberto o registrar lembre-se etapa importante concluir ações acima aguardar o administrador verificar o revisão concluir horar"	Edgard Matsuki	https://www.boatos.org/tecnologia/toyota-celebra-100o-aniversario-da-samsung-s21-iphone-12-whatsapp.html	boatos.org	05/04/2021	entretenimento	1
